datetime,tempmax,tempmin,temp mean,precip (inches),precipprob,preciptype,snow (inches),conditions
4/15/23,79,58.9,68.8,0,0,,0,Partially cloudy
4/16/23,69.9,40.7,52.6,0.231,100,rain,0,"Rain, Overcast"
4/17/23,48.2,35.9,40,0.078,100,"rain,snow",0,"Snow, Rain, Partially cloudy"
4/18/23,61.5,31.7,46.1,0,0,freezingrain,0,Clear
4/19/23,80.9,44.8,60.7,0,0,,0,Partially cloudy
4/20/23,83.4,61,71.1,0,0,,0,Partially cloudy
4/21/23,66.6,47,53.4,0.489,100,rain,0,"Rain, Overcast"
4/22/23,50.6,40.2,45.8,0.012,100,rain,0,"Rain, Partially cloudy"
4/23/23,44.8,34.9,40.3,0,0,"rain,snow",0,Overcast
4/24/23,53.3,29.6,41.8,0,0,,0,Partially cloudy
4/25/23,58.3,38.8,47.1,0,0,rain,0,Partially cloudy
4/26/23,58.9,38.4,48.4,0,0,,0,Partially cloudy
4/27/23,64.1,39.2,52.4,0.011,100,rain,0,"Rain, Partially cloudy"
4/28/23,55,46,50.8,0.393,100,rain,0,"Rain, Overcast"
4/29/23,69.1,43.3,53.6,0.143,100,rain,0,"Rain, Partially cloudy"
4/30/23,50.4,40.8,45.6,0.281,100,rain,0,"Rain, Partially cloudy"
5/1/23,46.3,40.3,42.8,0.273,100,rain,0,"Rain, Overcast"
5/2/23,56.8,42.5,48.2,0,0,rain,0,Partially cloudy
5/3/23,59.5,40.8,49.5,0,0,rain,0,Partially cloudy
5/4/23,67,38.8,54.5,0,0,,0,Clear
5/5/23,74,46.6,61.5,0,0,,0,Partially cloudy
5/6/23,74.4,56.8,65.3,0,0,,0,Partially cloudy
5/7/23,78,61,68.4,0.876,100,rain,0,"Rain, Partially cloudy"
5/8/23,75.7,61.8,67.5,0.051,100,rain,0,"Rain, Partially cloudy"
5/9/23,73.9,54.5,64.3,0,0,rain,0,Partially cloudy
5/10/23,75.8,50.8,64.3,0,0,,0,Partially cloudy
5/11/23,80.1,54.7,68.4,0,0,,0,Partially cloudy
5/12/23,77.5,65.1,71.3,0.025,100,rain,0,"Rain, Partially cloudy"
5/13/23,82.7,66.7,72.9,0.262,100,rain,0,"Rain, Partially cloudy"
5/14/23,75.7,65.3,69.3,0.007,100,rain,0,"Rain, Partially cloudy"
5/15/23,71.5,51.6,61.4,0.165,100,rain,0,"Rain, Partially cloudy"
5/16/23,66.3,56.4,61.3,0.134,100,rain,0,"Rain, Partially cloudy"
5/17/23,71.4,54.2,61.9,0,0,,0,Partially cloudy
5/18/23,74,46,60.2,0,0,,0,Partially cloudy
5/19/23,80.1,51.5,65.4,0.694,100,rain,0,"Rain, Partially cloudy"
5/20/23,65.4,53.3,60,0.081,100,rain,0,"Rain, Partially cloudy"
5/21/23,77,47.1,62.9,0,0,rain,0,Clear
5/22/23,79.8,55.4,68.8,0,0,,0,Partially cloudy
5/23/23,81,57.2,71,0,0,,0,Partially cloudy
5/24/23,83.4,59.4,72.8,0,0,,0,Clear
5/25/23,70.6,49.4,60.6,0,0,,0,Partially cloudy
5/26/23,75.8,48.8,62.6,0,0,,0,Clear
5/27/23,75,51.9,65.6,0,0,,0,Partially cloudy
5/28/23,80.5,60.6,69.8,0,0,,0,Partially cloudy
5/29/23,84.8,56.4,72.6,0,0,,0,Partially cloudy
5/30/23,84.5,62.7,74.4,0.025,100,rain,0,"Rain, Partially cloudy"
5/31/23,86,66,74.2,0.276,100,rain,0,"Rain, Partially cloudy"
6/1/23,87.3,65.1,76.9,0,0,,0,Partially cloudy
6/2/23,89.9,62.8,78,0,0,,0,Clear
6/3/23,90.7,66.8,79.2,0.016,100,rain,0,"Rain, Partially cloudy"
6/4/23,82.1,64.5,74.2,0,0,,0,Partially cloudy
6/5/23,80.3,55.4,68.7,0,0,,0,Partially cloudy
6/6/23,84.4,56.6,71.9,0,0,,0,Partially cloudy
6/7/23,78.1,64,69.5,0,0,rain,0,Partially cloudy
6/8/23,76.9,52.6,66.3,0,0,,0,Clear
6/9/23,80,52.6,67.3,0,0,,0,Clear
6/10/23,82.9,55.3,71.2,0,0,,0,Partially cloudy
6/11/23,67,59.8,63.3,0.659,100,rain,0,"Rain, Partially cloudy"
6/12/23,65.8,53.4,59.1,0.005,100,rain,0,"Rain, Partially cloudy"
6/13/23,69.7,54.3,62.4,0.054,100,rain,0,"Rain, Partially cloudy"
6/14/23,76.9,60.1,68.1,0.058,100,rain,0,"Rain, Partially cloudy"
6/15/23,85.4,60.4,72.5,0,0,rain,0,Partially cloudy
6/16/23,71,52.4,62.7,0,0,,0,Partially cloudy
6/17/23,80.5,55.8,68.4,0,0,,0,Clear
6/18/23,81.4,58.6,71.6,0,0,,0,Partially cloudy
6/19/23,79,68.1,73.6,0.005,100,rain,0,"Rain, Partially cloudy"
6/20/23,87.2,69,76.3,0,0,rain,0,Partially cloudy
6/21/23,87.1,69,77.3,0,0,,0,Partially cloudy
6/22/23,78.5,65.5,72.2,0,0,rain,0,Partially cloudy
6/23/23,80.9,67.9,73.1,0,0,rain,0,Overcast
6/24/23,89,64.4,77,0,0,,0,Partially cloudy
6/25/23,87.6,71,77.3,0.155,100,rain,0,"Rain, Partially cloudy"
6/26/23,79.4,66.3,72.9,0.018,100,rain,0,"Rain, Partially cloudy"
6/27/23,75.7,63.4,68.6,0,0,rain,0,Partially cloudy
6/28/23,82.9,57.2,69.8,0,0,,0,Overcast
6/29/23,86,65.5,70.9,0.357,100,rain,0,"Rain, Partially cloudy"
6/30/23,87.9,64.9,76.2,0.002,100,rain,0,"Rain, Partially cloudy"
7/1/23,84.7,68.5,75,0.858,100,rain,0,"Rain, Partially cloudy"
7/2/23,85.4,69.1,73.7,0.505,100,rain,0,"Rain, Partially cloudy"
7/3/23,84.6,68.6,75.5,0.023,100,rain,0,"Rain, Partially cloudy"
7/4/23,89.4,66.8,78,0.143,100,rain,0,"Rain, Partially cloudy"
7/5/23,89.6,69.8,80.1,0.005,100,rain,0,"Rain, Partially cloudy"
7/6/23,84.5,71.1,77.3,0.008,100,rain,0,"Rain, Partially cloudy"
7/7/23,83.9,66,75.7,0,0,,0,Partially cloudy
7/8/23,78.4,64.9,72.5,1.358,100,rain,0,"Rain, Partially cloudy"
7/9/23,80.4,61,70.7,0,0,rain,0,Partially cloudy
7/10/23,83.1,62.2,73.7,0,0,,0,Partially cloudy
7/11/23,84.8,64.6,75.8,0,0,,0,Clear
7/12/23,86.5,68.9,78.1,0,0,,0,Partially cloudy
7/13/23,81.9,70.5,75.4,0,0,rain,0,Partially cloudy
7/14/23,88,65.3,77.1,0,0,,0,Partially cloudy
7/15/23,83.4,69.2,76.3,0.1,100,rain,0,"Rain, Partially cloudy"
7/16/23,83.5,65.7,74.3,0.376,100,rain,0,"Rain, Partially cloudy"
7/17/23,82.4,65,72,0.871,100,rain,0,"Rain, Partially cloudy"
7/18/23,80.8,64.5,72.2,0.073,100,rain,0,"Rain, Partially cloudy"
7/19/23,84.3,65.4,75,0,0,rain,0,Partially cloudy
7/20/23,85.8,71.4,77.1,0.075,100,rain,0,"Rain, Partially cloudy"
7/21/23,79.5,65.2,72.8,0,0,rain,0,Partially cloudy
7/22/23,81.4,63.2,73.2,0,0,rain,0,Partially cloudy
7/23/23,83.9,62.9,74,0.013,100,rain,0,"Rain, Partially cloudy"
7/24/23,86.6,67.2,75.6,0.13,100,rain,0,"Rain, Partially cloudy"
7/25/23,86.5,66.4,77.1,0.007,100,rain,0,Rain
7/26/23,87.7,71.9,80.1,0.3,100,rain,0,"Rain, Partially cloudy"
7/27/23,88.5,75.4,82,0,0,,0,Partially cloudy
7/28/23,91,72.1,82.2,0.514,100,rain,0,"Rain, Partially cloudy"
7/29/23,84.2,70.1,78.6,0.399,100,rain,0,"Rain, Partially cloudy"
7/30/23,84.6,66.7,76.4,0,0,,0,Partially cloudy
7/31/23,80.8,63.3,72.5,0,0,,0,Partially cloudy
8/1/23,82.1,61.3,71.9,0,0,,0,Partially cloudy
8/2/23,81.6,63.2,72.8,0,0,,0,Partially cloudy
8/3/23,86.5,67.5,76.6,0,0,,0,Partially cloudy
8/4/23,89,67.3,78.3,0,0,,0,Partially cloudy
8/5/23,87,71.3,78.1,0.002,100,rain,0,"Rain, Partially cloudy"
8/6/23,78.6,66.2,72.3,0.023,100,rain,0,"Rain, Partially cloudy"
8/7/23,74.1,68,71,0.355,100,rain,0,"Rain, Partially cloudy"
8/8/23,80.2,61.7,70.6,0.358,100,rain,0,"Rain, Partially cloudy"
8/9/23,80,63.9,70,1.421,100,rain,0,"Rain, Partially cloudy"
8/10/23,80.5,66,72.1,0.012,100,rain,0,"Rain, Partially cloudy"
8/11/23,83.5,65.9,74.9,0,0,rain,0,Partially cloudy
8/12/23,86,72,77.7,0.064,100,rain,0,"Rain, Partially cloudy"
8/13/23,85.4,64.7,75.8,0,0,rain,0,Partially cloudy
8/14/23,77.2,68.5,72.2,0.736,100,rain,0,"Rain, Partially cloudy"
8/15/23,71.9,63,67.3,0.006,100,rain,0,"Rain, Partially cloudy"
8/16/23,78.6,58,68.8,0,0,,0,Clear
8/17/23,76.3,61,68.7,0.105,100,rain,0,"Rain, Partially cloudy"
8/18/23,75.8,57.4,67.1,0,0,,0,Partially cloudy
8/19/23,79.4,58.7,69.3,0,0,rain,0,Partially cloudy
8/20/23,89,65.3,77.5,0,0,rain,0,Partially cloudy
8/21/23,91.2,76.1,83.7,0,0,rain,0,Partially cloudy
8/22/23,87.6,74,81.1,0,0,,0,Partially cloudy
8/23/23,90,70.3,80.1,0,0,,0,Partially cloudy
8/24/23,92.4,78.5,84.5,0,0,,0,Partially cloudy
8/25/23,91,79.4,84.7,0,0,,0,Partially cloudy
8/26/23,84.4,71.8,77.9,0.007,100,rain,0,"Rain, Partially cloudy"
8/27/23,79.9,67.2,72,0,0,,0,Partially cloudy
8/28/23,79.5,58.7,69.1,0,0,,0,Clear
8/29/23,81,56.9,70.2,0.001,100,rain,0,"Rain, Partially cloudy"
8/30/23,73.9,59.9,67.4,0,0,,0,Partially cloudy
8/31/23,76.5,54.2,65.4,0,0,,0,Clear
9/1/23,82.6,56.2,69.8,0,0,,0,Clear
9/2/23,87.7,62.8,75.4,0,0,,0,Partially cloudy
9/3/23,87.3,70.4,78.5,0,0,,0,Partially cloudy
9/4/23,89.4,67.5,78.3,0,0,,0,Partially cloudy
9/5/23,88.6,72.2,79.2,0.041,100,rain,0,"Rain, Partially cloudy"
9/6/23,83.9,70,75.5,0.225,100,rain,0,"Rain, Partially cloudy"
9/7/23,73.7,66,69,0.01,100,rain,0,"Rain, Overcast"
9/8/23,74,62.5,67.3,0,0,,0,Overcast
9/9/23,75.7,63.5,67.3,0.047,100,rain,0,"Rain, Partially cloudy"
9/10/23,78.6,57.6,67.7,0,0,,0,Partially cloudy
9/11/23,80.1,58.4,69,0.012,100,rain,0,"Rain, Partially cloudy"
9/12/23,73.2,61.8,66.8,0.034,100,rain,0,"Rain, Partially cloudy"
9/13/23,74.9,51.8,63,0,0,rain,0,Partially cloudy
9/14/23,75.1,51.7,63.2,0,0,,0,Partially cloudy
9/15/23,76.5,53,64.9,0,0,,0,Clear
9/16/23,71.2,54.4,62.6,0,0,,0,Partially cloudy
9/17/23,71.6,54.8,62.2,0.021,100,rain,0,"Rain, Partially cloudy"
9/18/23,71.4,53.7,62.3,0,0,,0,Partially cloudy
9/19/23,76.4,51.8,64.2,0,0,,0,Partially cloudy
9/20/23,81.7,54.9,68.5,0,0,,0,Partially cloudy
9/21/23,79.7,64.3,71.1,0,0,,0,Partially cloudy
9/22/23,82.1,59.3,71.1,0,0,,0,Partially cloudy
9/23/23,78.7,56.6,68.1,0,0,,0,Partially cloudy
9/24/23,81.4,53.1,66.8,0,0,,0,Partially cloudy
9/25/23,83,60.2,70.3,0,0,,0,Partially cloudy
9/26/23,79.5,61.4,67.3,0.063,100,rain,0,"Rain, Partially cloudy"
9/27/23,74.5,62.9,66.5,0.889,100,rain,0,"Rain, Partially cloudy"
9/28/23,74.4,61.7,65.8,0.026,100,rain,0,"Rain, Partially cloudy"
9/29/23,75.7,59,66.6,0.005,100,rain,0,"Rain, Partially cloudy"
9/30/23,82.1,55.6,68.6,0,0,,0,Clear
10/1/23,83.9,58.2,70.6,0,0,,0,Clear
10/2/23,84.1,59.8,71.4,0,0,,0,Clear
10/3/23,85.6,59.1,71.8,0,0,,0,Clear
10/4/23,83.4,62.6,72.6,0,0,,0,Partially cloudy
10/5/23,69.6,62.6,66,0.796,100,rain,0,"Rain, Partially cloudy"
10/6/23,68.2,47,59.8,0.004,100,rain,0,"Rain, Partially cloudy"
10/7/23,60.2,44.4,51.3,0,0,,0,Partially cloudy
10/8/23,54.6,42.8,49.1,0,0,,0,Partially cloudy
10/9/23,60.6,42.6,52.2,0.005,100,rain,0,"Rain, Partially cloudy"
10/10/23,63,40.5,51.4,0,0,,0,Clear
10/11/23,68.4,39.8,54.2,0.005,100,rain,0,"Rain, Partially cloudy"
10/12/23,77.1,51.5,63.5,0,0,,0,Partially cloudy
10/13/23,73.7,53.1,62.2,0.415,100,rain,0,"Rain, Partially cloudy"
10/14/23,64.1,51.1,55.9,0.107,100,rain,0,"Rain, Overcast"
10/15/23,56.1,46.4,51,0.03,100,rain,0,"Rain, Overcast"
10/16/23,55.5,47,50.7,0.062,100,rain,0,"Rain, Overcast"
10/17/23,61,48.8,52.9,0,0,,0,Partially cloudy
10/18/23,65.6,42.5,53.9,0,0,,0,Partially cloudy
10/19/23,57.3,52.7,55.2,0.31,100,rain,0,"Rain, Overcast"
10/20/23,57,46,53.2,0.068,100,rain,0,"Rain, Partially cloudy"
10/21/23,72.6,40.8,54.6,0,0,rain,0,Partially cloudy
10/22/23,57.8,44.8,51.1,0,0,,0,Partially cloudy
10/23/23,68,37.4,51.7,0,0,,0,Clear
10/24/23,75.9,48.4,62,0,0,,0,Partially cloudy
10/25/23,72.4,62,66.6,0,0,,0,Partially cloudy
10/26/23,74.9,58.9,67.6,0,0,,0,Partially cloudy
10/27/23,75.8,64.9,69.5,0.005,100,rain,0,"Rain, Partially cloudy"
10/28/23,69.4,49,54.7,0.155,100,rain,0,"Rain, Overcast"
10/29/23,51.2,47.1,49.6,0.444,100,rain,0,"Rain, Overcast"
10/30/23,46.2,33,41.4,0.14,100,rain,0,"Rain, Partially cloudy"
10/31/23,40.9,27.9,33.6,0,17,snow,0,Partially cloudy
11/1/23,43.1,27.9,35,0,12,snow,0,Partially cloudy
11/2/23,49.2,30.3,38.8,0,0,,0,Partially cloudy
11/3/23,55.1,36.6,45.5,0,2,,0,Partially cloudy
11/4/23,60.5,44.5,51.8,0,21,,0,Partially cloudy
11/5/23,55.8,45.6,50.5,0.098,26,rain,0,Partially cloudy
11/6/23,56,45,50.4,0.35,38,rain,0,Partially cloudy
11/7/23,51.3,40.9,46.6,0.032,52.4,rain,0,"Rain, Partially cloudy"
11/8/23,45.8,36,40.8,0,38.1,,0,Partially cloudy
11/9/23,50.6,35.5,43.1,0,38.1,,0,Partially cloudy
11/10/23,45.8,43.8,44.4,0,28.6,,0,Overcast
11/11/23,48.8,44.9,47.5,0,28.6,,0,Overcast
11/12/23,46.5,36.9,40.6,0,14.3,rain,0,Partially cloudy
11/13/23,48.1,33,39.7,0.413,23.8,rain,0,Clear
11/14/23,51.3,34.6,43.2,0.055,19,,,Partially cloudy
11/15/23,50.8,35.7,42.9,0.15,0,,,Partially cloudy
11/16/23,48.3,34.8,41.3,0.083,9.5,,,Partially cloudy
11/17/23,48.5,33.9,40.9,0.146,4.8,,,Partially cloudy
11/18/23,50.3,35,43.1,0.165,19,,,Partially cloudy
11/19/23,49.4,34.4,42.2,0.063,0,,,Partially cloudy
11/20/23,48.3,34.2,40.9,0.012,0,,,Partially cloudy
11/21/23,49.2,33.2,41.4,0.055,19,,,Partially cloudy
11/22/23,48.8,33,41.1,0.067,9.5,,,Partially cloudy
11/23/23,49.5,32.8,40.9,0.244,23.8,,,Partially cloudy
11/24/23,47.9,32.1,39.3,0.181,4.8,,,Partially cloudy
11/25/23,46.8,31.9,39.8,0.134,19,,,Partially cloudy
11/26/23,47.4,33.9,40.5,0.079,9.5,,,Partially cloudy
11/27/23,46.7,32.6,39.5,0.169,9.5,,,Partially cloudy
11/28/23,45.8,31.4,38.4,0.157,9.5,,,Partially cloudy
11/29/23,48.1,33.9,40.5,0.118,23.8,,,Partially cloudy
11/30/23,48.1,33.3,40.2,0.169,14.3,,,Partially cloudy
12/1/23,44,29.6,36.6,0.11,0,,,Partially cloudy
12/2/23,43.4,29.9,36.9,0.094,9.5,,,Partially cloudy
12/3/23,42.5,30.6,36.6,0.016,4.8,,,Partially cloudy
12/4/23,42.5,31.4,37.1,0.075,19,,,Partially cloudy
12/5/23,41.3,26.5,33.5,0.169,14.3,,,Partially cloudy
12/6/23,38.6,25.1,31.9,0.039,4.8,,,Partially cloudy
12/7/23,37.1,24.3,30.6,0.063,4.8,,,Partially cloudy
12/8/23,38.7,25.1,31.9,0.067,4.8,,,Partially cloudy
12/9/23,41.1,27,34.2,0.154,4.8,,,Partially cloudy
12/10/23,38,25.4,31.9,0.067,9.5,,,Partially cloudy
12/11/23,41.1,25.6,33.3,0.106,19,,,Partially cloudy
12/12/23,38.9,26.5,32.6,0.102,9.5,,,Partially cloudy
12/13/23,40.7,27.4,34.6,0.122,9.5,,,Partially cloudy
12/14/23,41.3,29.9,35.5,0.157,14.3,,,Partially cloudy
12/15/23,39.3,26,32.4,0.11,23.8,,,Partially cloudy
12/16/23,39.6,26.7,33.2,0.122,14.3,,,Partially cloudy
12/17/23,36.2,26.1,30.8,0.083,4.8,,,Partially cloudy
12/18/23,36.8,23.8,30.5,0.039,9.5,,,Partially cloudy
12/19/23,37.7,23.8,30.8,0.114,23.8,,,Partially cloudy
12/20/23,38.9,24.7,32.1,0.102,23.8,,,Partially cloudy
12/21/23,40.9,26.3,33.2,0.24,4.8,,,Partially cloudy
12/22/23,40.2,26.9,33.5,0.075,19,,,Partially cloudy
12/23/23,39.8,26.1,32.8,0.209,14.3,,,Partially cloudy
12/24/23,36.2,23.4,29.7,0.071,14.3,,,Partially cloudy
12/25/23,36.2,22.5,29.2,0.114,4.8,,,Partially cloudy
12/26/23,39.1,24.9,32.3,0.094,14.3,,,Partially cloudy
12/27/23,38.9,25.8,32.3,0.177,9.5,,,Partially cloudy
12/28/23,41.1,25.8,33.2,0.071,9.5,,,Partially cloudy
12/29/23,39.5,27.2,33.3,0.079,4.8,,,Partially cloudy
12/30/23,39.5,26.3,33,0.043,19,,,Partially cloudy
12/31/23,40.4,27.9,33.9,0.299,10,,,Partially cloudy
