name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2022-09-23,78.7,57.5,68,78.7,57.5,68,47.7,51.2,0,0,0,,0,0,23,10.6,41.9,1017.2,3.5,9.9,521,45.3,5,10,2022-09-23T07:26:21,2022-09-23T19:32:57,0.93,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-24,79.9,53.1,66.6,79.9,53.1,66.6,50.6,58.8,0,0,0,,0,0,10.5,6.9,146.5,1018.8,4.8,9.9,521.8,45.2,5,10,2022-09-24T07:27:03,2022-09-24T19:31:33,0.96,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219653863,72219503888,KPDK"
atlanta,2022-09-25,81,59.9,68.5,82.9,59.9,68.7,57.9,69.2,0.003,100,4.17,rain,0,0,16.8,9.7,261.3,1014.1,47.2,9.9,521.1,45.5,5,10,2022-09-25T07:27:44,2022-09-25T19:30:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-26,79.7,62.9,70.7,79.7,62.9,70.7,54.6,62.4,0,0,0,,0,0,21.9,13.1,312.3,1013,13.2,9.6,519.5,45.2,5,10,2022-09-26T07:28:26,2022-09-26T19:28:47,0.03,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-27,74.5,53.5,63.7,74.5,53.5,63.7,41.2,47.9,0,0,0,,0,0,24.7,15.7,335.4,1017,7.1,9.9,524,45.6,5,10,2022-09-27T07:29:08,2022-09-27T19:27:24,0.06,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-28,74.3,49.1,62.3,74.3,49.1,62.3,38.2,43.6,0,0,0,,0,0,23.6,13.3,15.7,1021.1,13.6,9.9,458.5,39.9,5,10,2022-09-28T07:29:50,2022-09-28T19:26:02,0.1,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-29,73.7,51.5,62.2,73.7,51.5,62.2,41.3,47.9,0,0,0,,0,0,36.3,24.2,41.6,1020.2,10.7,9.9,527,45.6,5,10,2022-09-29T07:30:33,2022-09-29T19:24:39,0.13,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-30,76.8,60.2,66.9,76.8,60.2,66.9,47,48.9,0,0,0,,0,0,35.8,17.3,18.2,1013.3,63,9.9,502,43.7,5,10,2022-09-30T07:31:15,2022-09-30T19:23:17,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-01,77.5,54.8,64.7,77.5,54.8,64.7,47.8,54.9,0,0,0,,0,0,36,19,324.6,1010.8,15.3,9.9,525,45.6,5,10,2022-10-01T07:31:58,2022-10-01T19:21:56,0.21,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-02,75.7,54.7,63.7,75.7,54.7,63.7,51,64.9,0,0,0,,0,0,27.7,12.8,333.1,1015,9.2,9.9,525.8,45.6,5,10,2022-10-02T07:32:41,2022-10-02T19:20:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-03,75.4,53.2,64.2,75.4,53.2,64.2,51.8,66.4,0,0,0,,0,0,17.2,8.6,14.2,1018.9,25.7,9.9,524.1,45.6,5,10,2022-10-03T07:33:24,2022-10-03T19:19:13,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-04,75,55.2,63.8,75,55.2,63.8,52.4,68.9,0,0,0,,0,0,19.7,10.6,323.5,1018.9,38.7,9.9,523.8,45.6,5,10,2022-10-04T07:34:08,2022-10-04T19:17:53,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-05,77.7,48,62,77.7,47.3,62,43.8,58.2,0,0,0,,0,0,19.7,10.3,333.3,1017.7,10.5,9.8,524.6,45.6,5,10,2022-10-05T07:34:52,2022-10-05T19:16:32,0.35,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-06,79.7,47.6,62.5,79.7,47.6,62.5,44.3,55.9,0,0,0,,0,0,11.2,10.5,331.9,1018.4,6.7,9.9,523.2,45.2,5,10,2022-10-06T07:35:36,2022-10-06T19:15:13,0.39,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-07,82,51.6,66.2,80.7,51.6,66,48.6,57.3,0,0,0,,0,0,20.8,12.5,320.8,1020.1,6.6,9.9,520.7,45,5,10,2022-10-07T07:36:20,2022-10-07T19:13:53,0.42,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-08,73.8,54.4,63.7,73.8,54.4,63.7,43,51.6,0,0,0,,0,0,25,13.1,327.1,1022.3,18.7,9.9,524.6,45.6,5,10,2022-10-08T07:37:05,2022-10-08T19:12:35,0.46,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-09,72.4,44.2,58,72.4,41.9,57.5,42.9,58.5,0,0,0,,0,0,13.9,7.6,340.8,1022.7,22.5,9.9,528,45.6,5,10,2022-10-09T07:37:50,2022-10-09T19:11:17,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-10,75.9,45.9,60.3,75.9,45.9,60.2,44.3,58.2,0,0,0,,0,0,11,6.2,6,1023,4.5,9.9,525.6,45.6,5,10,2022-10-10T07:38:35,2022-10-10T19:09:59,0.53,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-11,76.6,52.2,64.1,76.6,52.2,64.1,53.9,71.2,0,0,0,,0,0,17.7,8.7,95.2,1023.8,36.2,9.8,523.9,45.6,5,10,2022-10-11T07:39:21,2022-10-11T19:08:42,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-12,71.2,62.8,67.3,71.2,62.8,67.3,63.9,89.1,0.491,100,29.17,rain,0,0,19.7,9.9,140.8,1019,85.6,7.7,523.7,45.6,5,10,2022-10-12T07:40:07,2022-10-12T19:07:26,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-13,75.1,59.1,65.9,75.1,59.1,65.9,57.6,77.3,0.359,100,20.83,rain,0,0,23.5,14.3,300,1011.5,60.7,7.5,523.7,45.6,5,10,2022-10-13T07:40:54,2022-10-13T19:06:10,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-14,73.4,45.3,58.9,73.4,45.3,58.9,41.6,58.3,0,0,0,,0,0,19.7,11,308.7,1015.2,0.4,9.9,526,45.6,5,10,2022-10-14T07:41:40,2022-10-14T19:04:55,0.65,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-15,80,47.2,61.9,79.6,47.2,61.9,46.8,63,0,0,0,,0,0,18.3,8.5,242.2,1019.1,9,9.9,524.2,45.2,5,10,2022-10-15T07:42:27,2022-10-15T19:03:41,0.69,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-16,80.8,51.5,65.5,80,51.5,65.4,51.3,63.9,0,0,0,,0,0,17.2,8.3,260.9,1017.3,24.5,9.8,499.6,43.2,5,10,2022-10-16T07:43:15,2022-10-16T19:02:28,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-17,74.9,56.3,65,74.9,56.3,65,51.8,64.1,0,0,0,,0,0,27.7,16.3,296.9,1010.6,38.4,9.9,523.7,45.6,5,10,2022-10-17T07:44:03,2022-10-17T19:01:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-18,54.4,38.5,46.2,54.4,31.8,41.8,24.8,43.3,0,0,0,,0,0,33.5,19.1,337.2,1014,8.2,9.9,537.2,45.7,5,10,2022-10-18T07:44:51,2022-10-18T19:00:04,0.78,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-19,58.8,35.9,45.7,58.8,30.9,43.5,28.6,54.2,0,0,0,,0,0,23.5,14.2,325.5,1019.9,0.9,9.9,537.2,46.3,5,10,2022-10-19T07:45:39,2022-10-19T18:58:53,0.81,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-20,62.5,34.1,47.7,62.5,33.7,47,27.2,50,0,0,0,,0,0,21.9,8.4,291.6,1019.1,10.3,9.9,533.7,46,5,10,2022-10-20T07:46:28,2022-10-20T18:57:43,0.85,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-21,69,37.1,51.6,69,36.3,51.5,33.1,54.9,0,0,0,,0,0,8.3,6.9,355.9,1019.6,9,9.9,530.8,45.6,5,10,2022-10-21T07:47:18,2022-10-21T18:56:34,0.88,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-22,73,40.2,55.3,73,40.2,55.3,38.4,58.2,0,0,0,,0,0,7.4,5.4,81.9,1021.5,19.1,9.9,528.9,45.6,5,10,2022-10-22T07:48:07,2022-10-22T18:55:26,0.91,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-23,73.7,43.1,57.1,73.7,43.1,57.1,40.1,58.2,0,0,0,,0,0,7.4,4.6,59.6,1021.9,17.9,9.8,527.4,45.6,5,10,2022-10-23T07:48:57,2022-10-23T18:54:19,0.94,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-24,75.9,45.6,60.3,75.9,45.6,60.3,47,64.7,0,0,0,,0,0,12.3,7.8,140.1,1020.5,24,9.7,525.9,45.6,5,10,2022-10-24T07:49:48,2022-10-24T18:53:13,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-25,75.7,50.4,63.6,75.7,50.4,63.6,52.4,69.4,0.173,100,12.5,rain,0,0,31.1,13.5,155.9,1014.7,39.2,9.4,524.7,45.6,5,10,2022-10-25T07:50:39,2022-10-25T18:52:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-26,65.6,50.6,57.9,65.6,50.6,57.9,50.1,76.1,0.171,100,12.5,rain,0,0,26.4,15.4,311.4,1012.4,38.8,9.7,559.2,48.2,6,10,2022-10-26T07:51:30,2022-10-26T18:51:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,0536W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-27,71.6,45.2,57.1,71.6,43.3,56.4,46.6,70.5,0,0,0,,0,0,22.6,10.3,57.2,1018.1,6.1,9.9,528.7,45.6,5,10,2022-10-27T07:52:22,2022-10-27T18:50:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-28,69.6,53.3,60.4,69.6,53.3,60.4,47.8,64.1,0,0,0,,0,0,24.4,16.7,81.3,1024.1,42,9.9,527.5,45.6,5,10,2022-10-28T07:53:14,2022-10-28T18:48:59,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-29,65.3,52,58.3,65.3,52,58.3,50,74.1,0,0,0,,0,0,25.1,11,86.4,1024.8,70.5,9.9,529.6,45.6,5,10,2022-10-29T07:54:06,2022-10-29T18:47:59,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-30,58.8,56.3,57.3,58.8,56.3,57.3,56,95.3,0.078,100,25,rain,0,0,23.9,10.3,99.1,1019.5,100,4.9,530.3,45.6,5,10,2022-10-30T07:54:59,2022-10-30T18:47:00,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-10-31,73,57.5,63.5,73,57.5,63.5,57.7,83.4,0.359,100,33.33,rain,0,0,22.4,8.7,283.9,1015.7,83.5,6.1,526.1,45.6,5,10,2022-10-31T07:55:52,2022-10-31T18:46:02,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-01,72,50.1,60.7,72,50.1,60.7,52.1,75.9,0,0,0,,0,0,17.2,9.4,329.5,1021,28.1,8.3,526.3,45.6,5,10,2022-11-01T07:56:45,2022-11-01T18:45:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-02,73.4,55.5,63,73.4,55.5,63,53.1,72.1,0,0,0,,0,0,14.3,8.2,61.6,1024,37.2,9.8,440.8,38.2,5,10,2022-11-02T07:57:39,2022-11-02T18:44:10,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,F6303,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-03,73.6,54,62.2,73.6,54,62.2,53.1,73.7,0,0,0,,0,0,13.4,7.3,80.6,1024.5,20,9.9,525.8,45.6,5,10,2022-11-03T07:58:33,2022-11-03T18:43:16,0.33,Clear,Becoming cloudy in the afternoon.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-04,74.7,51.9,62.7,74.7,51.9,62.7,52.1,70.9,0,0,0,,0,0,19.7,12.5,93.8,1022.9,13,9.4,365.2,31.7,5,10,2022-11-04T07:59:28,2022-11-04T18:42:23,0.36,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-05,76.8,62.3,68.2,76.8,62.3,68.2,60.9,78.1,0.012,100,8.33,rain,0,0,22.6,11,156.4,1017.6,77.3,9.2,497.3,43.4,5,10,2022-11-05T08:00:22,2022-11-05T18:41:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-06,81.2,66,72.3,83,66,72.5,64.8,78.5,0,0,0,,0,0,24.1,11.9,108.7,1018.9,63.7,9.9,519.5,47.3,5,30,2022-11-06T07:01:17,2022-11-06T17:40:42,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-07,81.4,65.4,72.1,83.1,65.4,72.3,64.9,79.8,0,0,0,,0,0,19.7,7.8,11.2,1023.8,67.9,7.8,410,35.8,5,30,2022-11-07T07:02:13,2022-11-07T17:39:54,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-08,79.9,62.6,70.5,79.9,62.6,70.5,55.7,62.3,0,0,0,,0,0,24.2,13.4,68.7,1025.9,29.1,9.9,520.3,45.5,5,10,2022-11-08T07:03:08,2022-11-08T17:39:07,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-09,67.6,51.8,60,67.6,51.8,60,35.9,41.1,0,0,0,,0,0,33.3,17.3,77.4,1027.3,29.9,9.9,520.8,44.9,5,10,2022-11-09T07:04:04,2022-11-09T17:38:21,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-10,67.5,59,62.5,67.5,59,62.5,53.4,73,0.097,100,25,rain,0,0,34.4,20.7,67.3,1016.5,95.7,9.3,527.1,45.6,5,10,2022-11-10T07:05:00,2022-11-10T17:37:38,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-11,69,63.2,65.8,69,63.2,65.8,63.5,92.3,1.031,100,58.33,rain,0,0,31.1,16.7,327,1003.8,99.6,6.8,372.1,32.3,5,10,2022-11-11T07:05:56,2022-11-11T17:36:55,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,F6303,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-12,67.7,42,58,67.7,35.3,56.6,52.8,83.5,0,0,0,,0,0,26.5,16.9,294,1012.8,84.2,8.4,529.3,45.6,5,10,2022-11-12T07:06:52,2022-11-12T17:36:15,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-13,47.2,33.3,39.3,41.7,23.8,32.3,27.2,62.5,0,0,0,,0,0,29.5,16.6,330.7,1021.6,40.3,9.9,542.4,47,5,10,2022-11-13T07:07:48,2022-11-13T17:35:36,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-14,52.7,31.7,42.2,52.7,26.2,38.4,28.3,59.6,0,0,0,,0,0,27.7,13.7,83.1,1024.4,31.8,9.9,540.3,46.6,5,10,2022-11-14T07:08:44,2022-11-14T17:34:58,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-15,48.6,44.6,47,47.7,38.5,43.4,43.1,87.3,0.442,100,54.17,rain,0,0,28,12.8,73.8,1020.1,99.6,7.6,518,43.9,5,10,2022-11-15T07:09:41,2022-11-15T17:34:22,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-16,48.4,39.3,44.7,44.9,34.7,39.7,34.8,69,0,0,0,,0,0,27.1,14.8,317.5,1022.8,51,9.9,430.6,36.6,5,10,2022-11-16T07:10:37,2022-11-16T17:33:48,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-17,46.2,32.5,38,42,27,33.3,22.1,55,0,0,0,,0,0,23.3,12.6,316.4,1025.2,9.7,9.9,542.5,47.2,5,10,2022-11-17T07:11:34,2022-11-17T17:33:16,0.8,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-18,52.9,29.5,40,52.9,23.6,37.4,22.6,52.3,0,0,0,,0,0,15.4,9.9,329.7,1026.6,14.2,9.9,541,46.6,5,10,2022-11-18T07:12:30,2022-11-18T17:32:45,0.83,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-19,52,31.2,42.3,52,29.6,40.9,29.1,61.5,0,0,0,,0,0,18.8,12,296,1026.7,28.4,9.9,539,46.3,5,10,2022-11-19T07:13:26,2022-11-19T17:32:16,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-20,46.2,31,39.4,41.2,30.1,34.7,17.5,41.9,0,0,0,,0,0,26.8,11.9,322.2,1027.8,34.2,9.9,542.2,46.9,5,10,2022-11-20T07:14:23,2022-11-20T17:31:49,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-21,56.7,27.8,41.5,56.7,24.5,40.4,21.1,48.4,0,0,0,,0,0,13.2,8.2,68.5,1029.9,26.4,9.9,538.7,46.5,5,10,2022-11-21T07:15:19,2022-11-21T17:31:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-22,63,40.1,50,63,39.7,50,27.2,44.4,0,0,0,,0,0,6.3,5.4,37.4,1027.4,59.9,9.9,533.5,45.6,5,10,2022-11-22T07:16:15,2022-11-22T17:31:00,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-23,70.5,38.2,53,70.5,38.2,52.9,35.3,55,0,0,0,,0,0,7.8,5.6,63.3,1023.4,32,9.8,530.5,45.6,5,10,2022-11-23T07:17:10,2022-11-23T17:30:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-24,62.4,50.3,56.5,62.4,50.3,56.5,37.9,50.8,0,0,0,,0,0,21.9,10.9,80.4,1022.7,96,9.9,530.5,45.6,5,10,2022-11-24T07:18:06,2022-11-24T17:30:18,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-25,65,50.2,55.7,65,50.2,55.7,51,84.6,0.223,100,33.33,rain,0,0,20.1,8.3,4.1,1019.1,71.9,9.3,526,45.3,5,10,2022-11-25T07:19:01,2022-11-25T17:30:00,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-26,65.2,46.5,56,65.2,44.7,55.8,46.1,72.1,0.031,100,8.33,rain,0,0,23,11.2,115.1,1019.3,57.7,9.3,447.1,38.6,5,10,2022-11-26T07:19:55,2022-11-26T17:29:44,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-27,65.4,54.7,60.7,65.4,54.7,60.7,50.6,71.9,0.53,100,29.17,rain,0,0,32,17.9,234.6,1009.4,56.1,8.8,476,41.1,5,10,2022-11-27T07:20:50,2022-11-27T17:29:29,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-28,63.5,45.2,53.1,63.5,44.3,52.8,43.3,71,0,0,0,,0,0,21.9,11.9,286.7,1015,17.7,9.9,529,45.4,5,10,2022-11-28T07:21:44,2022-11-28T17:29:17,0.17,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-29,68.2,40.5,54.7,68.2,39.9,54.6,45.4,73.2,0.303,100,16.67,rain,0,0,27.3,11,130.5,1018.8,34.5,9.4,531.1,45.6,5,10,2022-11-29T07:22:37,2022-11-29T17:29:06,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-11-30,67.2,42.3,56.8,67.2,36,55.9,46.2,71.6,1.532,100,33.33,rain,0,0,34.3,17.9,320,1018.5,59.3,8,509.4,43.7,5,10,2022-11-30T07:23:30,2022-11-30T17:28:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-01,56.4,32.2,43.5,56.4,28.2,41,22.5,45.2,0,0,0,,0,0,25.3,12.1,6.1,1029.9,19,9.9,389.3,33.4,5,10,2022-12-01T07:24:22,2022-12-01T17:28:51,0.27,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,0349W,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-02,60.4,37.4,49,60.4,34.9,47.9,34.4,57.5,0,0,0,,0,0,19.5,8.1,103.5,1030.1,49.7,9.9,536.1,45.9,5,10,2022-12-02T07:25:14,2022-12-02T17:28:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-03,62.5,49.4,56.8,62.5,48.1,56.8,53.1,87.5,0.098,100,16.67,rain,0,0,21.2,11.9,273.6,1026.6,86.5,8.6,529.9,45.6,5,10,2022-12-03T07:26:05,2022-12-03T17:28:42,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-04,59,43.6,52.4,59,42.4,52.1,44.9,76.5,0,0,0,,0,0,18.3,9.4,316.5,1023,50.9,9.6,532.9,45.6,5,10,2022-12-04T07:26:55,2022-12-04T17:28:41,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-05,51.3,46.7,49.4,51.3,42.9,48.1,44.1,83.3,1.09,100,58.33,rain,0,0,17,10.7,84.7,1019.6,100,6.4,537,45.6,5,10,2022-12-05T07:27:45,2022-12-05T17:28:42,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-12-06,53.6,47.3,50.3,53.6,44.1,48.9,49.6,97.4,0.201,100,37.5,rain,0,0,15.7,7.8,77.9,1021.6,100,2.1,536.5,45.6,5,10,2022-12-06T07:28:33,2022-12-06T17:28:44,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
