name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,2022-07-13,89.4,73.7,79.2,96.1,73.7,81.1,71.8,79,0.158,100,16.67,rain,0,0,34.4,12.2,255.6,1015.4,62,9.8,514,44.6,5,75,2022-07-13T06:36:56,2022-07-13T20:49:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-14,88.5,73.2,79.8,88.4,73.2,80.3,66.9,68.2,0,0,0,,0,0,18.3,9.6,292.2,1018.1,49.9,9.9,513.5,44.3,5,60,2022-07-14T06:37:32,2022-07-14T20:49:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-15,90.4,69.2,80.9,90.3,69.2,81.3,64.7,61.7,0,0,0,,0,0,13.9,7.8,352.6,1018.8,32.6,9.9,511.9,44.2,5,60,2022-07-15T06:38:09,2022-07-15T20:48:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-16,88.3,70.9,80.2,92,70.9,81.7,68.6,69.6,0.011,100,8.33,rain,0,0,20.8,9.6,172,1017.7,30.5,9.9,513.5,44.3,5,75,2022-07-16T06:38:46,2022-07-16T20:48:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-17,88.5,72.2,81,92.1,72.2,82.8,68.5,67.8,0,0,0,,0,0,21.9,8.1,228.5,1016.5,33.2,9.9,512,44.1,5,60,2022-07-17T06:39:24,2022-07-17T20:47:53,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-18,90.4,71.6,79.8,93.9,71.6,81.3,69.1,71.6,0.059,100,16.67,rain,0,0,35.6,15.3,249.2,1015,36.5,9.9,512.7,44.6,5,30,2022-07-18T06:40:02,2022-07-18T20:47:23,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-19,85.6,69.9,75,92.5,69.9,75.5,70.3,85.8,0.618,100,29.17,rain,0,0,33.7,10,253.8,1015.8,68.9,9.3,516.8,45.3,5,60,2022-07-19T06:40:41,2022-07-19T20:46:52,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-20,90.7,73.6,81.7,99,73.6,85.9,73,76.6,0,0,0,,0,0,21.9,10.5,228.3,1013.7,74.3,9.4,512,44.3,5,100,2022-07-20T06:41:20,2022-07-20T20:46:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-21,81.7,71.8,76.5,86.4,71.8,76.8,71.4,84.6,0.469,100,29.17,rain,0,0,22.5,9.2,230.3,1013.5,53.6,9.3,516.3,45.3,5,60,2022-07-21T06:42:00,2022-07-21T20:45:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-22,88.5,70.9,78.2,96.1,70.9,80.8,70.3,78,0.076,100,12.5,rain,0,0,21,10.8,251.2,1016.7,41.9,9.7,492.5,42.6,5,100,2022-07-22T06:42:40,2022-07-22T20:45:09,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-23,91,70.9,78.6,97.9,70.9,80.9,70.2,76.9,0,0,0,,0,0,51.7,8.5,247.1,1019.4,42.2,9.6,513.8,44.4,5,75,2022-07-23T06:43:20,2022-07-23T20:44:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-24,91.5,72.8,82.6,95.1,72.8,85.3,70.2,68.7,0,0,0,,0,0,9.8,6.7,277.4,1019,24.7,9.9,510.5,44.1,5,75,2022-07-24T06:44:01,2022-07-24T20:43:53,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-25,89.3,74,82,95.3,74,85.3,71.6,72.1,0,0,0,,0,0,17.2,10.1,237.7,1018.3,41.8,9.9,511.4,43.9,5,100,2022-07-25T06:44:42,2022-07-25T20:43:12,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-26,89.9,74.7,82.4,95,74.7,85.6,71.2,70.4,0,0,0,,0,0,20.8,10.1,242.1,1018.8,33.6,9.9,511.1,44,5,75,2022-07-26T06:45:23,2022-07-26T20:42:30,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-27,91.8,74.5,83.4,95.9,74.5,86.3,70.2,66.6,0,0,0,,0,0,21.3,10.1,249.4,1018.1,31,9.9,488.9,42,5,75,2022-07-27T06:46:04,2022-07-27T20:41:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-28,91.4,74.7,83.1,97.8,74.7,86.6,71.5,69.5,0.005,100,4.17,rain,0,0,23,11.3,236.3,1016.8,31.8,9.9,510.9,43.9,5,100,2022-07-28T06:46:46,2022-07-28T20:41:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-29,90.7,74.9,81.3,98.7,74.9,84.1,72.8,76.6,0.955,100,20.83,rain,0,0,33.3,14.6,243.8,1017,35.4,9.5,511.8,43.9,5,100,2022-07-29T06:47:28,2022-07-29T20:40:17,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-30,88.3,74.3,78.5,96.9,74.3,80.3,73.2,84.7,0.399,100,29.17,rain,0,0,35.4,7.6,319.5,1019.7,62.4,9.5,514.5,44.8,5,75,2022-07-30T06:48:10,2022-07-30T20:39:29,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-07-31,89.9,71.1,79.6,93.5,71.1,81.3,69.4,73.9,0.05,100,8.33,rain,0,0,39.1,13.2,241.4,1021.3,50.1,9.9,513.2,44.2,5,30,2022-07-31T06:48:53,2022-07-31T20:38:40,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-01,82.2,72.2,77.7,86.2,72.2,79.1,70.3,78.5,0,0,0,,0,0,20.8,11.7,293.1,1020.3,49.6,9.8,446.7,38.5,5,60,2022-08-01T06:49:35,2022-08-01T20:37:50,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-02,90.9,73.5,80.7,98.5,73.5,84,71.7,75.7,0,0,0,,0,0,17.9,9.4,273.9,1017.7,44.3,9.9,512.5,44.2,5,100,2022-08-02T06:50:18,2022-08-02T20:36:59,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-03,88.7,74.2,79.4,93.9,74.2,81.4,71.2,77.1,0.012,100,16.67,rain,0,0,20.8,11,196.4,1016.4,47.9,9.9,513.9,44.6,5,100,2022-08-03T06:51:00,2022-08-03T20:36:06,0.21,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-04,89,70.9,78.2,93.5,70.9,80.1,70.2,77.8,0.134,100,8.33,rain,0,0,37.8,15.2,78.3,1018.5,41.9,9.8,515,44.6,5,60,2022-08-04T06:51:43,2022-08-04T20:35:12,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-05,90.4,73.2,79.7,96.3,73.2,81.5,71.7,77.9,0.08,100,8.33,rain,0,0,29.9,11.8,115.6,1020,39.1,9.9,513.7,44.6,5,100,2022-08-05T06:52:26,2022-08-05T20:34:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-06,89.6,72.2,79.6,96.2,72.2,82.1,71.6,78.5,0.445,100,12.5,rain,0,0,29.9,15,93.6,1022,51.9,9.4,536.8,46.5,5,100,2022-08-06T06:53:09,2022-08-06T20:33:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,0536W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-07,89,70.3,78.4,94.8,70.3,80.6,70.3,77.9,0.576,100,20.83,rain,0,0,31.6,6.5,99.1,1022,46.1,9.8,514.1,44.5,5,60,2022-08-07T06:53:52,2022-08-07T20:32:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-08,88.3,71.4,78.2,94.3,71.4,80.3,70.4,77.8,0.046,100,4.17,rain,0,0,11.9,9.6,277.2,1019.6,36.2,9.9,514.3,44.8,5,75,2022-08-08T06:54:35,2022-08-08T20:31:24,0.38,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-09,87.8,72,77.4,92.3,72,78.8,70.9,81.6,0.369,100,16.67,rain,0,0,38,9,229.9,1019.5,57.5,9.7,511.1,44.5,5,75,2022-08-09T06:55:17,2022-08-09T20:30:24,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-10,83.2,71.4,76.5,88,71.4,77.8,70.9,83.5,0.738,100,62.5,rain,0,0,38.9,9.6,217.7,1020.6,65.6,9.5,515.4,44.6,5,75,2022-08-10T06:56:00,2022-08-10T20:29:23,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-11,84.1,71.4,76.3,88.8,71.4,77.5,70.2,82.4,0.314,100,16.67,rain,0,0,18.3,9,230.1,1018.5,52.6,9.7,516.3,45,5,60,2022-08-11T06:56:43,2022-08-11T20:28:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-12,88.3,71.6,78.3,91.9,71.6,79.4,68.9,75.7,0.023,100,12.5,rain,0,0,16.3,10.6,287.7,1016,52.8,9.7,514.6,44.5,5,60,2022-08-12T06:57:26,2022-08-12T20:27:17,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-13,82.8,71.7,76.6,84.3,71.7,77.1,66.2,71.7,0,0,0,,0,0,20.8,11.2,92,1017.3,50.2,9.9,516,45,5,30,2022-08-13T06:58:09,2022-08-13T20:26:13,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-14,86.8,68,77.5,88.5,68,78.4,65.8,69.4,0,0,0,,0,0,9.2,8.2,213.7,1016.2,28.5,9.8,514.3,44.4,5,30,2022-08-14T06:58:51,2022-08-14T20:25:08,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-15,89.5,72.7,79.3,94.6,72.7,81.2,68.7,71.2,0.193,100,8.33,rain,0,0,39.2,12.4,251,1012.4,43.4,9.8,483.1,41.9,5,100,2022-08-15T06:59:34,2022-08-15T20:24:02,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-16,86.2,69.7,77.1,87.9,69.7,77.8,67.6,74.7,0,0,0,,0,0,13.9,11.5,335.9,1012.1,42.3,9.8,515.3,44.6,5,30,2022-08-16T07:00:16,2022-08-16T20:22:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-17,80,71,74.9,82.2,71,75,67.2,77.6,0.128,100,25,rain,0,0,12.1,8.6,72.2,1014.2,86.1,9.2,517.9,45.1,5,10,2022-08-17T07:00:59,2022-08-17T20:21:46,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-18,80.9,69.1,74.9,83.2,69.1,75.3,66.8,76.7,0.251,100,12.5,rain,0,0,13,8.1,89.7,1014.3,90.1,9.8,474.7,41.4,5,30,2022-08-18T07:01:41,2022-08-18T20:20:37,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-19,77.4,71.4,74,77.4,71.4,74,70.3,88.3,0.152,100,25,rain,0,0,14.5,7.1,86,1015.9,91.9,8.6,519,45.6,5,60,2022-08-19T07:02:23,2022-08-19T20:19:27,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-20,84.1,71.6,77.6,88.6,71.6,79.4,71.6,82.7,0.002,100,8.33,rain,0,0,18.1,8.2,214.1,1019.2,73.8,9.3,514,44.5,5,75,2022-08-20T07:03:05,2022-08-20T20:18:16,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-21,83.9,69.9,75.9,88.9,69.9,77.4,70.4,84.3,0.238,100,12.5,rain,0,0,32.7,11.7,239.9,1018.1,78.3,8.8,516.2,44.8,5,60,2022-08-21T07:03:48,2022-08-21T20:17:04,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-22,81.9,73.1,76.4,86.1,73.1,76.9,71,83.8,0.036,100,12.5,rain,0,0,13.6,8.4,264.8,1015.3,70.5,9.7,516.9,45,5,60,2022-08-22T07:04:30,2022-08-22T20:15:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-23,86.3,72,77.3,88.5,72,78.1,69.2,78,0,0,0,,0,0,12.3,6.7,292.2,1014,67.3,9.6,515.2,44.7,5,30,2022-08-23T07:05:11,2022-08-23T20:14:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-24,83,72.9,76.1,86.4,72.9,76.7,69.7,80.9,0.075,100,8.33,rain,0,0,11.2,9,252.2,1016,88.8,9.8,516.6,45.2,5,60,2022-08-24T07:05:53,2022-08-24T20:13:25,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-25,80.7,70.9,74.1,84.1,70.9,74.2,70.3,88.3,0.393,100,50,rain,0,0,9.8,8.5,180,1017.8,75.7,9.1,517.7,45.2,5,30,2022-08-25T07:06:35,2022-08-25T20:12:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-26,87.5,71.5,77.9,91.3,71.5,79.1,70.1,78.8,0.053,100,20.83,rain,0,0,6.9,6.4,296.9,1016.5,68.5,9.7,513.5,44.4,5,60,2022-08-26T07:07:16,2022-08-26T20:10:55,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-27,88,72.2,79.8,94.2,72.2,82.3,71.6,77.7,0.013,100,8.33,rain,0,0,19.7,7.2,80.9,1014.8,40.9,9.8,513.6,44.6,5,75,2022-08-27T07:07:58,2022-08-27T20:09:39,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-28,89.2,71.5,79.8,93.1,71.5,81.7,70.2,74.7,0.003,100,4.17,rain,0,0,17.2,7.6,102.8,1015.6,30.4,9.9,448.8,38.7,5,60,2022-08-28T07:08:39,2022-08-28T20:08:22,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-29,88.7,71.8,79.9,92.8,71.8,81.9,69.9,73.3,0,0,0,,0,0,17.2,8.1,79.6,1016.8,24.9,9.9,513.3,44.4,5,30,2022-08-29T07:09:20,2022-08-29T20:07:05,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-30,88.5,72.2,77.1,94.4,72.2,78.5,71.3,83.5,0.101,100,29.17,rain,0,0,41.4,8.8,343.5,1015.6,53,8.9,515.7,45,5,60,2022-08-30T07:10:02,2022-08-30T20:05:47,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-08-31,87.7,72,78.5,88,72,78.9,66.4,70.4,0.015,100,12.5,rain,0,0,17.3,9.7,320.7,1015.1,32.5,9.1,513.3,44.6,5,60,2022-08-31T07:10:43,2022-08-31T20:04:29,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-01,90.2,65.7,78.1,93.6,65.7,79.6,65.6,67.5,0,0,0,,0,0,14.1,7.5,106.9,1015.3,27.9,9.9,513.3,44.4,5,60,2022-09-01T07:11:24,2022-09-01T20:03:10,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-02,85.5,71.9,77.1,89.5,71.9,77.8,70,79.9,0.107,100,20.83,rain,0,0,14.5,10.2,90.1,1017.9,76.7,9.5,429.4,37.4,5,60,2022-09-02T07:12:05,2022-09-02T20:01:50,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-03,87.9,72.2,78.9,91.7,72.2,80.5,70.2,76.3,0,0,0,,0,0,16.8,8.9,119.7,1019.2,64.5,9.9,515.2,44.6,5,60,2022-09-03T07:12:45,2022-09-03T20:00:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-04,80.8,73.2,75.7,84.2,73.2,75.9,71.4,86.8,0.132,100,33.33,rain,0,0,15.9,8.7,115.7,1016.7,90.4,9.2,518,45.3,5,60,2022-09-04T07:13:26,2022-09-04T19:59:10,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-05,84.7,72,75.6,89.4,72,76.4,71.3,87.4,0.103,100,25,rain,0,0,33.3,9.4,215.2,1015.2,84.4,8.5,516.5,44.9,5,30,2022-09-05T07:14:07,2022-09-05T19:57:49,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-06,85.7,71.4,77.7,89.6,71.4,79.1,70.3,79.7,0,0,0,,0,0,11,8.9,293.3,1016.5,50.2,9.6,514.7,44.5,5,30,2022-09-06T07:14:48,2022-09-06T19:56:28,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-07,86.2,70.9,77.9,89.8,70.9,79,67.9,72.8,0,0,0,,0,0,20.8,11.5,316.2,1013.7,33.7,9.9,514.8,44.6,5,60,2022-09-07T07:15:28,2022-09-07T19:55:07,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-08,82.8,69.1,76.2,85.7,69.1,77,66.7,73.3,0,0,0,,0,0,21.3,11.2,77.8,1010,43.7,9.9,451.4,39.1,5,30,2022-09-08T07:16:09,2022-09-08T19:53:45,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-09,78,70.5,73.9,78,70.5,73.9,65.5,75.7,0,0,0,,0,0,27.3,16.2,77.9,1011.9,79.3,9.9,519.3,45.6,5,10,2022-09-09T07:16:50,2022-09-09T19:52:23,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-10,73.9,67.4,70.3,73.9,67.4,70.3,67.2,90.3,0.089,100,37.5,rain,0,0,25.5,11.4,77.1,1016.5,100,7.1,520.7,45.6,5,10,2022-09-10T07:17:30,2022-09-10T19:51:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-11,82.1,70.7,75.1,86,70.7,75.9,70.2,85.6,0.033,100,20.83,rain,0,0,15.9,9.6,175.4,1017.3,80.3,7.8,513.6,44.9,5,60,2022-09-11T07:18:11,2022-09-11T19:49:38,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-12,82.6,68.3,74.5,84.7,68.3,75.1,66.8,78.3,0.105,100,16.67,rain,0,0,20.8,11.2,293.6,1013.2,63,9.1,517.3,44.9,5,30,2022-09-12T07:18:51,2022-09-12T19:48:15,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-13,80.4,55.9,68.6,80,55.9,68.5,53.6,62.1,0,0,0,,0,0,23,12.6,329.6,1013.9,8.3,9.9,521.5,45.5,5,10,2022-09-13T07:19:32,2022-09-13T19:46:52,0.6,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-14,83.2,59,71.2,82.5,59,71.1,57.4,65,0,0,0,,0,0,11.2,7.2,21.6,1017.1,13.3,9.9,518.6,44.9,5,10,2022-09-14T07:20:13,2022-09-14T19:45:29,0.64,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-15,82.1,63.7,72.4,81.7,63.7,72.4,58.6,64.4,0,0,0,,0,0,20.8,10,68.2,1020.4,23.4,9.9,518.7,45,5,10,2022-09-15T07:20:53,2022-09-15T19:44:05,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-16,82,60.6,71.1,81.9,60.6,71.1,58.7,67.3,0,0,0,,0,0,18.3,8.9,75.5,1021.4,28.7,9.8,519.1,45,5,10,2022-09-16T07:21:34,2022-09-16T19:42:42,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-17,82,62.1,72,81.8,62.1,72,59.6,67.8,0,0,0,,0,0,10.1,7.8,79,1021,41.2,9.8,518.3,44.9,5,10,2022-09-17T07:22:15,2022-09-17T19:41:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-18,83.6,61.4,72,83,61.4,72,60.1,68.8,0,0,0,,0,0,8.1,9.1,48.9,1019.4,22.9,9.6,518.5,45,5,10,2022-09-18T07:22:56,2022-09-18T19:39:55,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-19,86,64.2,74.6,85.5,64.2,74.5,60.9,65.3,0,0,0,,0,0,19.7,8.1,0.5,1017.4,25.1,9.8,516.3,44.7,5,10,2022-09-19T07:23:36,2022-09-19T19:38:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-20,89.8,66.6,76.4,94.6,66.6,78,67.3,75.2,0.18,100,20.83,rain,0,0,31.1,9.7,327.9,1015.8,34.7,9.4,514.4,44.4,5,60,2022-09-20T07:24:17,2022-09-20T19:37:07,0.83,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-21,91.9,67.4,79.1,92.4,67.4,79.7,66.3,69,0,0,0,,0,0,9.4,6.6,4.1,1014.8,5.3,9.2,512.4,44.3,5,30,2022-09-21T07:24:59,2022-09-21T19:35:44,0.86,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
atlanta,2022-09-22,91.6,68.3,78.7,94.6,68.3,79.8,65.8,67.2,0,0,0,,0,0,27.3,15.4,317.8,1012.2,15.5,9.5,513.7,44.6,5,30,2022-09-22T07:25:40,2022-09-22T19:34:20,0.9,Clear,Clear conditions throughout the day.,clear-day,"1066W,KFTY,72219013874,KATL,72219503888,72219653863,KPDK"
